,SRC,TRG
4925,result printing,"print(""Sorted dictionary : "" + str(res))"
4926,it print and dictionary other from value dictionary replace to program a write 63,"test_dict = {""Gfg"" : 5, ""is"" : 8, ""Best"" : 10, ""for"" : 8, ""Geeks"" : 9}"
4927,dictionary original printing,"print(""The original dictionary is : "" + str(test_dict))"
4928,updict initializing,"updict = {""Gfg""  : 10, ""Best"" : 17} 
d={}
for key in test_dict.keys():
     if key in updict:
        d.update({key:updict[key]})
     else:
        d.update({key:test_dict[key]})
print(d)"
4929,item each for pair key:value generates,"dictionary = dict(subString.split(""="") for subString in str.split("";""))"
4930,dictionary generated the printing,print(dictionary)
4931,it print and Words Key dictionary Remove to  program python a write 66,test_str = 'gfg is best for geeks'
4932,string original printing,"print(""The original string is : "" + str(test_str))"
4933,Dictionary initializing,"test_dict = {'geeks' : 1, 'best': 6} 
l=test_str.split()
print(l)
s=''
for i in l:
    if i in test_dict:
       l.remove(i)
print("" "".join(i for i in l))"
4934,it print and character Kth on Strings group to program python a write 67,"test_list = [""gfg"", ""is"", ""best"", ""for"", ""geeks""]"
4935,list original printing,"print(""The original list is : "" + str(test_list))"
4936,order initializing,"ord_list = ['gfg', 'is', 'best', 'for', 'geeks'] 
c={}
for i in ord_list:
    if i in test_dict:
       c.update({i:test_dict[i]})
print(c)"
4937,it print and K than greater keys Double and Filter to program python a write 72,"test_dict = {'Gfg' : 4, 'is' : 2, 'best': 3, 'for' : 6, 'geeks' : 1}"
4938,key initializing,new_key = 'best'
4939,list initializing,"add_list = [12, 2]"
4940,dictionary original printing,"print(""The original dictionary is : "" + str(test_dict)) 
list1=list(test_dict.values())
print(list1)
s="""".join(i for i in list1)
print(f'Summation of string values is {len(s)}')"
4941,dictionary in lists length shortest with Keys  of printlist to program python a write 77,"test_dict = {'gfg' : [4, 5], 
             'is' : [9, 7, 3, 10], 
             'best' : [11, 34], 
             'for' : [6, 8, 2],  
             'geeks' : [12, 24]}"
4942,K by value Dictionary decrement to program python a write 78,"test_dict = {'gfg' : 1, 'is' : 2, 'for' : 4, 'CS' : 5}"
4943,dictionaries original printing,"print(""The original dictionary 1 is : "" + str(test_dict1)) 
print(""The original dictionary 2 is : "" + str(test_dict2))
count=0
for key1,value1 in test_dict1.items():
    for key2,value2 in test_dict2.items():
        if key1==key2 and value1==value2:
           count=count+1
print(count)"
4944,list original printing,"print(""The original list is : "" + str(test_list))"
4945,result printing,"print(""The filtered tuples : "" + str(res))"
4946,it print and tuple another to power as tuple of elements raise to program python a write 86,"test_tup1 = (10, 4, 5, 6)  
test_tup2 = (5, 6, 7, 5) 
s=tuple()"
4947,tuple original printing,"print(""The original tuple : "" + str(test_tup))
count=0
for i in test_tup:
    if isinstance(i,tuple):
       break
    count=count+1
print(f'count of element till first tuple is {count}')"
4948,list tuples original printing,"print(""The original list : "" + str(test_list)) 
s=''
for i in test_list:
    for j in i:
        s+=' '+j+' '
print(f' string after flattening is {s}')"
4949,it print and tuple concatenate to program python a write 91,"test_tup1 = (1, 3, 5) 
test_tup2 = (4, 6)"
4950,tuples original printing,"print(""The original tuple 1 : "" + str(test_tup1)) 
print(""The original tuple 2 : "" + str(test_tup2)) 
c=test_tup1+test_tup2
print(c)"
4951,it print and tuples under list sort to program python a write 92,"test_tup = ([7, 5, 4], [8, 2, 4], [0, 7, 5])"
4952,tuple original printing,"print(""The original tuple is : "" + str(test_tup)) 
s=tuple(sorted([j for j in i],reverse=False ) for i in test_tup)
print(f'the sorted list inside tuple is {s}')"
4953,it printing and tuple from strings removing  for program python  a write 93,"test_list = [('Geeks', 1, 2), ('for', 4, 'Geeks'), (45, 'good')]"
4954,"
s='' list original printing","print (""The original list is : "" + str(test_list)) 
l=[]
for i in test_list:
    s=''
    for j in i:
        s+=j+' '
    l.append(s)
print(l)"
4955,it print and List Dictionary key each of maximum get to  program python a write 99,"test_list = [{""Gfg"": 8, ""is"": 1, ""Best"": 9}, 
             {""Gfg"": 2, ""is"": 9, ""Best"": 1}, 
             {""Gfg"": 5, ""is"": 10, ""Best"": 7}]"
4956,"max updating and presence key for checking         
 list original printing","print(""The original list is : "" + str(test_list)) 
res = {} 
for i in test_list: 
    for key, value in i.items(): 
        if key in res: 
            res[key] = max(res[key], value) 
        else: 
            res[key] = value"
4957,"list the in element last remove to function python a write 1
","def remove_last_element_list(list1):
    list1.pop()
    return list1"
4958,"circumradius edges, of number the given polygon of area the calculate to function a write 
 3","import math
def area_of_polygon(number_of_edges, circumradius):
        return number_of_edges * 2 * circumradius * math.sin(180/number_of_edges) * circumradius * math.cos(180/number_of_edges) * 0.5"
4959,"circumradius edges, of number the given polygon of apothem the calculate to function a write 4
","import math
def apothem_of_polygon(number_of_edges, circumradius):
    return circumradius * math.cos(180/number_of_edges)"
4960,"values and suits of list the given cards, of deck a creates which function a write 5
","def create_deck_of_cards(values: list, suits: list):
    card_deck = []
    for i in range(52):
        tup = (values[i], suits[i])
        card_deck.append(tup)
    return card_deck"
4961,"step=1 stop, start, and tuple input an given tuple, a slice to function a write  10
","def slice_a_tuple(a_tuple, start, stop, step=1):
    return a_tuple[start:stop:step]"
4962,"type list normal a to list string a convert to function Python a Write 12
","import ast
def convert_string_to_list(str_lst):
    return ast.literal_eval(str_lst)"
4963,"append. without list a extend to function Python a Write 13
","def extend_list_without_append(list1, list2):
    return list1.extend(list2)"
4964,"numbers given three among median the find to function Python a Write  14
","def find_the_median(x,y,z):
    list_ = sorted([x,y,z])
    return list_[1]"
4965,"string given a of word each of letters last and first capitalize to function python a Write 18
","capitalize_both_ends = lambda x: x[0].upper() + x[1:-1] + x[-1].upper()
def capitalize_first_and_last(string):
    string = string.strip().split()
    new_string = [capitalize_both_ends(word) for word in string]
    return new_string"
4966,"string given a from words duplicate remove to function python a Write 19
","def remove_duplicate_words(string):
    string = string.strip().split()
    return ' '.join(set(string))"
4967,"library multiprocessing using scenes the behind working CPUs of number the out print to program Python a Write 24
","import multiprocessing
print(multiprocessing.cpu_count())"
4968,"module sys using information copyright the get to program Python a Write  28
","import sys
print(""\nPython Copyright Information"")
print(sys.copyright)
print()"
4969,"modules textwrap and sys using modules built-in available the find to program Python a Write 29
","import sys
import textwrap
module_name = ', '.join(sorted(sys.builtin_module_names))
print(textwrap.fill(module_name, width=70))"
4970,"library getpass using username current the get to program Python a Write 30
","import getpass
print(getpass.getuser())"
4971,"that of extension the print and user the from filename a accept to program Python a Write 31
","def filename_extension(file):
    f_extns = file.split(""."")
    return f""The extension of the file is :{repr(f_extns[-1])}"""
4972,"4. of multiple a is length it's if string a reverse to function Python a Write 33
","def reverse_string(str1):
    if len(str1) % 4 == 0:
       return ''.join(reversed(str1))
    return str1"
4973,"text. given a of vowels the display and count to program Python a Write 35
","def vowel(text):
    vowels = ""aeiuoAEIOU""
    main_list = [letter for letter in text if letter in vowels]
    return len(main_list), main_list"
4974,"string. given a in word repeated first the find to program Python a Write 37
","def first_repeated_word(str1):
    temp = set()
    for word in str1.split():
        if word in temp:
            return word
        else:
            temp.add(word)
    return 'None'"
4975,"area. the compute and triangle a of height and base the accept will that function Python a Write 40
","def triangle_area(base, height):
    area = base*height/2
    return area"
4976,"input as height vertical & radius with cone a of volume the get to function python a Write  46
","def cone_volume(radius, height):
    volume = 1/3 * 3.14 * (radius ** 2) * height
    return volume"
4977,"input as height vertical & area base with pyramid a of volume the get to function python a Write  
 47","def pyramid_volume(base_area, height):
    volume = 1/3 * base_area * height
    return volume"
4978,"input as side with cube a of area surface the get to function python a Write 
 48","def cube_surface_area(side):
    surface_area = 6 * side ** 2
    return surface_area"
4979,"input as height & perimeter base area, base with prism a of surface_area the get to function python a Write 51
","def prism_surface_area(base_area, base_perimeter, height):
    surface_area = 2*base_area + (base_perimeter*height)
    return surface_area"
4980,"input as height & radius with cylinder a of surface_area the get to function python a Write 52
","def cylinder_surface_area(radius, height):
    surface_area = 3.14 * (radius ** 2) + (2 * 3.14 * radius * height)
    return surface_area"
4981,"input as height slant & radius with cone a of surface_area the get to function python a Write  53
","def cone_surface_area(radius, slant_height):
    surface_area =  3.14 * (radius ** 2) + 3.14 * radius * slant_height
    return surface_area"
4982,"input as height & breadth length, with cuboid a of volume the get to function python a Write  55
","def cuboid_volume(length, breadth, height):
    volume = length * breadth * height
    return volume"
4983,"18...) 11, 7, 4, 3, 1, (2, Numbers Lucas generate to function python a Write 57
","def lucas_numbers(n):
    first, second = 2,1
    for _ in range(n):
        first, second = second, first+second
    return first"
4984,"125...) 64, 27, 8, (1, Numbers Cube generate to function python a Write 59
","def cube_numbers(n):
    for i in range(n):
        yield i **  3"
4985,"places. decimal no with numbers floating following the print to program Python a Write 62
","x = 3.1415926
y = -12.9999
print(""\nOriginal Number: "", x)
print(""Formatted Number with no decimal places: ""+""{:.0f}"".format(x))
print(""Original Number: "", y)
print(""Formatted Number with no decimal places: ""+""{:.0f}"".format(y))"
4986,"tuple. the in appears it times of number the tuple.
return a of items repeated the find to program Python a Write 65
","tuplex = 2, 4, 5, 6, 2, 3, 4, 4, 7 
print(tuplex)
count = tuplex.count(4)
print(count)"
4987,"list a dictionary.
create a into tuples of list a convert to program Python a Write 68
","l = [(""x"", 1), (""x"", 2), (""x"", 3), (""y"", 1), (""y"", 2), (""z"", 1)]
d = {}
for a, b in l:
    d.setdefault(a, []).append(b)
print (d)"
4988,"tuple. a within exists element an whether check to program Python a Write 69
","tuplex = (""w"", 3, ""r"", ""e"", ""s"", ""o"", ""u"", ""r"", ""c"", ""e"")
print(""e"" in tuplex)"
4989,"dictionary. a into tuples of list a convert to program Python a Write 72
","l = [(""x"", 1), (""x"", 2), (""x"", 3), (""y"", 1), (""y"", 2), (""z"", 1)]
d = {}
for a, b in l:
    d.setdefault(a, []).append(b)
print(d)"
4990,"contains. it digit every by divisible is number every where range given a within numbers find to function Python a Write 78
","def divisible_by_digits(start_num, end_num):
    return [n for n in range(start_num, end_num+1) \
                if not any(map(lambda x: int(x) == 0 or n%int(x) != 0, str(n)))]"
4991,"character last and first concatenated the returns and string a takes that function Python a Write 80
","def first_last(name):
    return name[0] + name[-1]"
4992,"1. = a(1) 0, = a(0) with 2, ≥ n for 2) − a(n + 1) − 2a(n = a(n) Sequence
 Pell's return to function Python a Write 83
","def pell_seq(n):
    if n >= 0:
        if n == 0:
            return 0
        elif n == 1:
            return 1
        else:
            return 2 * pell_seq(n-1) + pell_seq(n-2)"
4993,"1. = P(2) = P(1) = P(0) with 3, ≥ n for 3) − P(n + 2) − P(n = P(n) Sequence
 Padovan's return to function Python a Write 85
","def padovan_seq(n):
    if n >= 0:
        if n in {0,1,2}:
            return 1
        else:
            return padovan_seq(n-3) + padovan_seq(n-2)"
4994,"1. = a(1) 0, = a(0) with 2, ≥ n for 2) − 2a(n + 1) − a(n = a(n) number
 Jacobsthal's return to function Python a Write 86
","def jacobsthal_seq(n):
     if n >= 0:
        if n == 0:
            return 0
        elif n == 1:
            return 1
        else:
            return 2 * jacobsthal_seq(n-2) + jacobsthal_seq(n-1)"
4995,"2. = P(2) 0, = P(1) 3, = P(0) with 3, ≥ n for P(n−3) + P(n−2) = P(n) number
 perrin's return to function Python a Write  87
","def perrins_number(n):
    if n >= 0:
        if n == 0:
            return 3
        elif n == 1:
            return 0
        elif n == 2:
            return 2
        else:
            return perrins_number(n-3) + perrins_number(n-2)"
4996,"0. ≥ n with 1, + n⋅2n = Cn number
 cullen return to function Python a Write  88
","def cullen_number(n):
    if n >= 0:
        return n * 2 ** n + 1"
4997,"1. ≥ n with 2, - 1)**2 − (2n numbers
 carol return to function Python a Write  90
","def carol_number(n):
    if n >= 0:
        return (2**n - 1)**2 - 2"
4998,"numbers. given two the of Modulo the returns which function Python a Write 94
","def mod(m, n):
    return m % n"
4999,"numbers. smallest and biggest the between difference the returns and list a takes that function Python a Write 96
","def difference_max_min(lst):
	return abs(min(lst) - max(lst))"
5000,"otherwise. False and empty is string a if True returns that function Python a Write 98
","def is_empty(s):
    if s == """":
        return True
    else:
        return False"
5001,"feet in equivalent the returns and inches in value measurement a accepts that function Python a Write 99
","def inches_to_feet(inches):
    if inches < 12:
        return 0
    return inches/12"
5002,"days. in age the return and age the takes that function Python a Write 100
","def calc_age(age):
    calculation = age*365
    return calculation"
5003,filter using tuples empty remove to function tuples of list a from tuples empty remove to function Python a write,"def Remove(tuples): 
    tuples = filter(None, tuples) 
    return tuples 
tuples = [(), ('ram','15','8'), (), ('laxman', 'sita'),  
          ('krishna', 'akbar', '45'), ('',''),()] 
print(Remove(tuples))"
5004,List a in Numbers even print to program Python a write,"list1 = [10, 21, 4, 45, 66, 93]  
even_nos = [num for num in list1 if num % 2 == 0] 
print(""Even numbers in the list: "", even_nos)"
5005,integers of list given from element largest N find to program Python a write,"l = [1000,298,3579,100,200,-45,900] 
n = 4
l.sort() 
print(l[-n:])"
5006,list. given in number largest second the find to program Python a write,"list1 = [10, 20, 4, 45, 99]
list1.sort()
print(""Second largest element is:"", list1[-2])"
5007,list a of element last and first swap to function python a write,"def swapList(newList): 
    newList[0], newList[-1] = newList[-1], newList[0] 
    return newList 
newList = [12, 35, 9, 56, 24] 
print(swapList(newList))"
5008,Sort Insertion of implementation for function python a write,"def insertionSort(arr): 
    for i in range(1, len(arr)): 
        key = arr[i] 
        j = i-1
        while j >=0 and key < arr[j] : 
                arr[j+1] = arr[j] 
                j -= 1
        arr[j+1] = key 
arr = [12, 11, 13, 5, 6] 
insertionSort(arr) 
print (f""Sorted array is: {arr}"")"
5009,Sort Bubble of implementation for function python a write,"def bubbleSort(arr): 
    n = len(arr) 
    for i in range(n-1): 
        for j in range(0, n-i-1): 
            if arr[j] > arr[j+1] : 
                arr[j], arr[j+1] = arr[j+1], arr[j] 
arr = [64, 34, 25, 12, 22, 11, 90] 
bubbleSort(arr) 
print (f""Sorted array {arr}"")"
5010,numbers binary two adding for program python a write,"num1 = '00001'
num2 = '10001'
sum = bin(int(num1,2) + int(num2,2))
print(sum)"
5011,vowels each of number the count to program python a write,"vowels = 'aeiou'
ip_str = 'Hello, have you tried our tutorial section yet?'
ip_str = ip_str.casefold()
count = {}.fromkeys(vowels,0)
for char in ip_str:
   if char in count:
       count[char] += 1
print(count)"
5012,mathematic in like operations using union sets two print to program python a write,"E = {0, 2, 4, 6, 8};
N = {1, 2, 3, 4, 5};
print(""Union of E and N is"",E | N)"
5013,mathematic in like operations using intersection sets two print to program python a write,"E = {0, 2, 4, 6, 8};
N = {1, 2, 3, 4, 5};
print(""Intersection of E and N is"",E & N)"
5014,mathematic in like operations using differences sets two print to program python a write,"E = {0, 2, 4, 6, 8};
N = {1, 2, 3, 4, 5};
print(""Difference of E and N is"",E - N)"
5015,string a from punctuations remove to program python a write,"punctuations = '''!()-[]{};:'""\,<>./?@#$%^&*_~'''
my_str = ""Hello!!!, he said ---and went.""
no_punct = """"
for char in my_str:
   if char not in punctuations:
       no_punct = no_punct + char
print(no_punct)"
5016,loop nested a using matrix a transpose to program python a write,"X = [[12,7],
    [4 ,5],
    [3 ,8]]
result = [[0,0,0],
         [0,0,0]]
for i in range(len(X)):
   for j in range(len(X[0])):
       result[j][i] = X[i][j]
for r in result:
   print(r)"
5017,numbers two of H.C.F find to function python a write,"def compute_hcf(x, y):
    if x > y:
        smaller = y
    else:
        smaller = x
    for i in range(1, smaller+1):
        if((x % i == 0) and (y % i == 0)):
            hcf = i 
    return hcf
num1 = 54 
num2 = 24
print(""The H.C.F. is"", compute_hcf(num1, num2))"
5018,interval certain a in numbers Armstrong print to program python a write,"lower = 100
upper = 2000
for num in range(lower, upper + 1):
   order = len(str(num))
   sum = 0
   temp = num
   while temp > 0:
       digit = temp % 10
       sum += digit ** order
       temp //= 10
   if num == sum:
       print(num)"
5019,"1 than greater are numbers prime all    interval
 an within numbers prime the all print to program python a write","lower = 900
upper = 1000
print(""Prime numbers between"", lower, ""and"", upper, ""are:"")
for num in range(lower, upper + 1):
   if num > 1:
       for i in range(2, num):
           if (num % i) == 0:
               break
       else:
           print(num)"
5020,not or prime is number a if check to program python a write,"num = 407
if num > 1:
   for i in range(2,num):
       if (num % i) == 0:
           print(num,""is not a prime number"")
           print(i,""times"",num//i,""is"",num)
           break
   else:
       print(num,""is a prime number"")
else:
   print(num,""is not a prime number"")"
5021,element min of index find to program python a write,"lst = [40, 10, 20, 30]
def minIndex(lst):
    return min(range(len(lst)), key=lst.__getitem__)
print(minIndex(lst))"
5022,element max of index find to program python a write,"lst = [40, 10, 20, 30]
def maxIndex(lst):
    return max(range(len(lst)), key=lst.__getitem__)
print(maxIndex(lst))"
5023,"unique are values dict's of all sure make dict
 a in values and keys swaps to program python a write","_dict = {""one"": 1, ""two"": 2}
assert len(_dict) == len(set(_dict.values()))
reversed_dict = {v: k for k, v in _dict.items()}
print(reversed_dict)"
5024,string a of sides both whitespaces add to program python a write,"s = 'The Little Price'
width = 20
s3 = s.center(width)
print(s3)"
5025,dictionary two merge to program python a write,"x = {'a': 1, 'b' : 2}
y = {'c': 3, 'd' : 4}
z = {**x, **y}
print(z)"
5026,Python in N size of chunks into list a Break to program Python a write,"l = [1, 2, 3, 4, 5, 6, 7, 8, 9] 
n = 4
x = [l[i:i + n] for i in range(0, len(l), n)] 
print(x)"
5027,case Pascal to case Snake Convert of working demonstrate to program Python a write,"test_str = 'geeksforgeeks_is_best'
print(""The original string is : "" + test_str) 
res = test_str.replace(""_"", "" "").title().replace("" "", """") 
print(""The String after changing case : "" + str(res))"
5028,String in Character Frequent Maximum find to program Python a write,"test_str = ""GeeksforGeeks""
print (""The original string is : "" + test_str) 
all_freq = {} 
for i in test_str: 
    if i in all_freq: 
        all_freq[i] += 1
    else: 
        all_freq[i] = 1
res = max(all_freq, key = all_freq.get) 
print (""The maximum of all characters in GeeksforGeeks is : "" + res)"
5029,String in Occurrence duplicate Replace of working demonstrate to program Python a write,"test_str = 'Gfg is best . Gfg also has Classes now. Classes help understand better . '
print(""The original string is : "" + test_str) 
repl_dict = {'Gfg' : 'It', 'Classes' : 'They' } 
test_list = test_str.split(' ') 
res = ' '.join([repl_dict.get(val) if val in repl_dict.keys() and test_list.index(val) != idx 
                                else val for idx, val in enumerate(test_list)]) 
print(""The string after replacing : "" + res)"
5030,dictionaries in keys missing Handling for program Python a write,"country_code = {'India' : '0091', 
                'Australia' : '0025', 
                'Nepal' : '00977'} 
print(country_code.get('India', 'Not Found')) 
print(country_code.get('Japan', 'Not Found'))"
5031,Integers Non-Repeating to function Python a write,"def non_repeats(radix):
    count = 0
    for num_digits in range(1, radix + 1):
        product = radix - 1
        for i in range(1, num_digits):
            product *= (radix - i)
        count += product
    return count
print(non_repeats(6))"
5032,matrix square given a of determinant the returns that function Python a write,"def determinant(A):
    if len(A) == 1:
        return A[0][0]
    elif len(A) == 2:
        return A[0][0]*A[1][1] - A[0][1]*A[1][0]
    else:
        s = 0
        for i in range(len(A)):
            B = [[A[row][col] for col in range(1,len(A))] for row in range(len(A)) if row!=i ]
            s += ((-1)**i)*A[i][0]*determinant(B)
        return s
print(determinant([[3, 0], [2, 2]]))"
5033,Ellipse. an of area find to function Python a write,"def findArea(a, b): 
    Area = 3.142 * a * b ; 
    print(""Area:"", round(Area, 2)); 
a = 5; 
b = 4; 
findArea(a, b)"
5034,Icosahedron of volume the find to function Python a write,"def findVolume(a): 
    volume = ((5 / 12) * 
              (3 + 5 ** 0.5) * 
               a * a * a) 
    return volume 
a = 5
print(""Volume: "" , findVolume(a))"
5035,Prism Pentagonal the of area surface find to function Python a write,"def surfaceArea(a, b, h): 
    return 5 * a * b + 5 * b * h 
a = 5
b = 3
h = 7
print(""surface area ="", surfaceArea(a, b, h))"
5036,Torus of volume calculate to program Python a write,"r = 3
R = 7
pi = 3.14159
Volume = (float)(2 * pi * pi * R * r * r)
print(""Volume: "", Volume)"
5037,Torus of area surface calculate to program Python a write,"r = 3
R = 7
Surface = (float)(4 * pi * pi * R * r)
print(""Surface: "", Surface)"
5038,Dictionary in value Maximum with key find to program Python write,"Tv = {'BreakingBad':100, 'GameOfThrones':1292, 'TMKUC' : 88} 
Keymax = max(Tv, key=Tv.get) 
print(Keymax)"
5039,Dictionary in key next Get of working demonstrate to program Python write,"test_dict = {'gfg' : 1, 'is' : 2, 'best' : 3} 
print(f""The original dictionary is : {test_dict}"") 
test_key = 'is'
temp = list(test_dict)
try: 
    res = temp[temp.index(test_key) + 1] 
except (ValueError, IndexError): 
    res = None
print(f""The next key is : {res}"")"
5040,Product Records Cummulative of working demonstrate to program Python write,"def prod(val) : 
    res = 1
    for ele in val: 
        res *= ele 
    return res 
test_list = [(2, 4), (6, 7), (5, 1), (6, 10), (8, 7)] 
print(""The original list : "" + str(test_list)) 
res = prod(int(j) for i in test_list for j in i) 
print(""The Cummulative product of list is : "" + str(res))"
5041,string. given a of copies integer) (non-negative n is which string a get to program Python,"def larger_string(string1, n):
    result = """"
    for i in range(n):
        result = result + string1
    return result
print(larger_string('abc', 2))
print(larger_string('.py', 3))"
5042,"hyphen. - a using join and delimiter (space) "" "" a on string the Split string. a given are You","def word_join(s):
    words = s.split(' ')
    return '-'.join(words)
print(word_join(""This is 17B Assignment""))"
5043,integers. positive two of (GCD) divisor common greatest the compute to program Python,"def gcd(x, y):
    gcd1 = 1
    if x % y == 0:
        return y
    for k in range(int(y / 2), 0, -1):
        if x % k == 0 and y % k == 0:
            gcd1 = k
            break
    return gcd1
print(gcd(12, 17))
print(gcd(4, 6))"
5044,circle a of area calculate to program Python,"def area(a):
    from math import pi
    r = float(input(""Input the radius of the circle : ""))
    return ""The area of the circle with radius "" + str(r) + "" is: "" + str(pi * a ** 2)
print(area(5))"
5045,n+nn+nnn. of value the computes and (n) integer an accepts that program Python,"def custom(n):
    a = n
    n1 = int(""%s"" % a)
    n2 = int(""%s%s"" % (a, a))
    n3 = int(""%s%s%s"" % (a, a, a))
    return n1 + n2 + n3
print(custom(20))"
5046,not or vowel is letter passed whether test to program Python,"def is_vowel(char):
    all_vowels = 'aeiou'
    return char in all_vowels
print(is_vowel('c'))
print(is_vowel('e'))"
5047,"sequence. the in 237 after come that numbers any if
 printing the stop and order same the in list numbers given a from numbers even all out print to program Python","numbers = [
    386, 462, 47, 418, 907, 344, 236, 375, 823, 566, 597, 978, 328, 615, 953, 345,
    399, 162, 758, 219, 918, 237, 412, 566, 826, 248, 866, 950, 626, 949, 687, 217,
    815, 67, 104, 58, 512, 24, 892, 894, 767, 553, 81, 379, 843, 831, 445, 742, 717,
    958, 743, 527
]
for x in numbers:
    if x == 237:
        print(x)
        break;
    elif x % 2 == 0:
        print(x)"
5048,integer type of are objects both if objects two add to program Python,"def add_numbers(a, b):
    if not (isinstance(a, int) and isinstance(b, int)):
        raise TypeError(""Inputs must be integers"")
    return a + b
print(add_numbers(10, 20))"
5049,palindrom for check to program Python,"def isPalindrome(string):
    left_pos = 0
    right_pos = len(string) - 1
    while right_pos >= left_pos:
        if not string[left_pos] == string[right_pos]:
            return False
        left_pos += 1
        right_pos -= 1
    return True
print(isPalindrome('aza'))"
5050,function iside function access to program Python,"def test(a):
    def add(b):
        nonlocal a
        a += 1
        return a + b
    return add
func = test(4)
print(func(4))"
5051,program a in defined variables local of number detect to program python,"def abc():
    x = 1
    y = 2
    str1 = ""w3resource""
    print(""Python Exercises"")
print(abc.__code__.co_nlocals)"
5052,list three add to program python,"def add_list(num1, num2, num3):
    result = map(lambda x, y, z: x + y + z, num1, num2, num3)
    print(""\nNew list after adding above three lists:"")
    print(list(result))
nums1 = [1, 2, 3]
nums2 = [4, 5, 6]
nums3 = [7, 8, 9]
add_list(nums1, nums2, nums3)"
5053,"map Python using index the in
 number corresponding the to raised bases in number said of power the containing list a create to program Python","bases_num = [10, 20, 30, 40, 50, 60, 70, 80, 90, 100]
index = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
def power_base(num1, index1):
    print(""Base numbers abd index: "")
    print(bases_num)
    print(index)
    result = list(map(pow, num1, index1))
    print(""\nPower of said number in bases raised to the corresponding number in the index:"")
    print(result)
power_base(bases_num, index)"
5054,date Gregorian a validate to program Python,"def check_date(m, d, y):
    import datetime
    try:
        m, d, y = map(int, (m, d, y))
        datetime.date(y, m, d)
        return True
    except ValueError:
        return False
print(check_date(11, 11, 2002))
print(check_date('11', '11', '2002'))
print(check_date(13, 11, 2002))"
5055,number prime nth the return to function a Write,"def nth_prime_number(n):
    prime_list = [2]
    num = 3
    while len(prime_list) < n:
        for p in prime_list:
            if num % p == 0:
                break
        else:
            prime_list.append(num)
            num += 2
    return prime_list[-1]"
5056,root square the calculate to Program python a write 3.,"num = 8 
num_sqrt = num ** 0.5
print('The square root of %0.3f is %0.3f'%(num ,num_sqrt))"
5057,sum the return and numbers provided user two add to function python a write 4.,"def add_two_numbers(num1, num2):
    sum = num1 + num2
    return sum"
5058,numbers three among largest the print and find to program a write 5.,"num1 = 10
num2 = 12
num3 = 14
if (num1 >= num2) and (num1 >= num3):
   largest = num1
elif (num2 >= num1) and (num2 >= num3):
   largest = num2
else:
   largest = num3
print(f'largest:{largest}')"
5059,Numbers Three Among Largest the Find to Program Python 13.,"num1 = 10
num2 = 14
num3 = 12
if (num1 >= num2) and (num1 >= num3):
   largest = num1
elif (num2 >= num1) and (num2 >= num3):
   largest = num2
else:
   largest = num3
print(""The largest number is"", largest)"
5060,"1 than greater are numbers prime all    interval
 an within numbers prime the all display to program 15.Python","lower = 900
upper = 1000
print(""Prime numbers between"", lower, ""and"", upper, ""are:"")
for num in range(lower, upper + 1):
   if num > 1:
       for i in range(2, num):
           if (num % i) == 0:
               break
       else:
           print(num)"
5061,number. a of factorial the find to program Python 16.,"num = 7
factorial = 1
if num < 0:
   print(""Sorry, factorial does not exist for negative numbers"")
elif num == 0:
   print(""The factorial of 0 is 1"")
else:
   for i in range(1,num + 1):
       factorial = factorial*i
   print(""The factorial of"",num,""is"",factorial)"
5062,terms two first,"n1, n2 = 0, 1
count = 0"
5063,"digits) 3 (for Number Armstrong Check to Program Python values
19. update        valid
 is terms of number the if check","if nterms <= 0:
   print(""Please enter a positive integer"")
elif nterms == 1:
   print(""Fibonacci sequence upto"",nterms,"":"")
   print(n1)
else:
   print(""Fibonacci sequence:"")
   while count < nterms:
       print(n1)
       nth = n1 + n2
       n1 = n2
       n2 = nth
       count += 1
num = int(input(""Enter a number: ""))"
5064,result the display,"if num == sum:
   print(num,""is an Armstrong number"")
else:
   print(num,""is not an Armstrong number"")"
5065,digits) 3 (for Number Armstrong Check to Program Python 20.,num = 1634
5066,"function anonymous using 2 of powers the Display Function
 Anonymous Using 2 of Powers Display To Program Python 23.",terms = 10
5067,result the display,"print(""Numbers divisible by 13 are"",result)"
5068,number smaller the choose,"if x > y:
        smaller = y
    else:
        smaller = x
    for i in range(1, smaller+1):
        if((x % i == 0) and (y % i == 0)):
            hcf = i 
    return hcf
num1 = 54 
num2 = 24
print(""The H.C.F. is"", compute_hcf(num1, num2))"
5069,number smaller the choose,"if x > y:
        smaller = y
    else:
        smaller = x
    for i in range(1, smaller+1):
        if((x % i == 0) and (y % i == 0)):
            hcf = i 
    return hcf"
5070,Algorithm euclidian using GCD or HCf find to program python a Write 32.,"def compute_hcf(x, y):
   while(y):
       x, y = y, x % y
   return x"
5071,"number greater the choose    value
 the returb and LCM Find to function Python a write 34.","def compute_lcm(x, y):
   if x > y:
       greater = x
   else:
       greater = y
   while(True):
       if((greater % x == 0) and (greater % y == 0)):
           lcm = greater
           break
       greater += 1
   return lcm"
5072,"GCD computes function This GCD
 Using LCM Compute to Program Python 35.","def compute_gcd(x, y):
   while(y):
       x, y = y, x % y
   return x"
5073,Number a of Factors the Find to funcction Python 36.,"def print_factors(x):
   print(""The factors of"",x,""are:"")
   for i in range(1, x + 1):
       if x % i == 0:
           print(i)"
